x1,y1,x2,y2,x3,y3,x4,y4,x5,y5
-135.0,57.00000000000001,-134.0001071119298,56.996006464924804,-133.97228067948123,57.999779130695565,-135.0,58.003929218471185,-135.0,57.00000000000001
